;\texttt{Δ};$\texttt{Δ}_{\infty}$;$\texttt{Δ}^{\leq 1}$;$\texttt{Δ}_{\infty}^{\leq 1}$;1;2;3;1;2;3;1;2;3;\texttt{Δ-½};\texttt{Δ-2};\texttt{Δ-c};1;2;3
# it.;{177};\textbf{{6}};{231};{22};{250};{236};{247};{268};{239};{232};{211};{233};{219};{178};{178};{179};{231};{230};{245}
calls;0;0;0;0;2;2;3;3;3;3;3;3;2;2;2;5;3;3;3
objective;;;;;;;;;;;;;;;;;;;
bound;48.12;48.12;48.12;48.12;\textbf{47.81};\textbf{47.81};\textbf{47.81};\textbf{47.81};\textbf{47.81};\textbf{47.81};\textbf{47.81};\textbf{47.81};\textbf{47.81};48.11;48.11;48.11;\textbf{47.81};\textbf{47.81};\textbf{47.81}
gap;0.6%;0.6%;0.6%;0.6%;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;0.6%;0.6%;0.6%;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$
time;;;;;;;;;;;;;;;;;;;
seconds;8.041;9.809;8.973;\textbf{1.941};10.462;10.461;10.357;10.689;10.500;10.158;9.734;10.043;9.928;1048.319;1612.362;3380.866;10.213;10.143;10.625
relative;4.14;5.05;4.62;\textbf{1.00};5.39;5.39;5.34;5.51;5.41;5.23;5.01;5.17;5.11;540.09;830.69;1741.82;5.26;5.23;5.47
