,\texttt{Δ},$\texttt{Δ}_{\infty}$,$\texttt{Δ}^{\leq 1}$,$\texttt{Δ}_{\infty}^{\leq 1}$,1,2,3,1,2,3,1,2,3,\texttt{Δ-½},\texttt{Δ-2},\texttt{Δ-c},1,2,3
# it.,114,\textbf{5},256,19,122,121,123,118,119,120,119,126,117,114,114,114,123,119,118
time,4.36,\textbf{1.57},6.58,2.96,4.54,4.6,4.55,4.5,4.52,4.53,4.55,4.66,4.5,78.36,107.65,182.66,4.54,4.56,4.49
gap,\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0},\textbf{0.0}
