,\texttt{Δ},$\texttt{Δ}_{\infty}$,$\texttt{Δ}^{\leq 1}$,$\texttt{Δ}_{\infty}^{\leq 1}$,1,2,3,1,2,3,1,2,3,\texttt{Δ-½},\texttt{Δ-2},\texttt{Δ-c},1,2,3
# it.,122,\textbf{6},204,45,10000,10000,10000,10000,10000,10000,10000,10000,10000,1038,1320,1200,10000,10000,10000
time,4.85,\textbf{0.79},5.82,4.21,652.92,657.83,640.99,1234.07,1249.39,1211.96,654.06,668.75,666.69,2322.08,3922.26,4303.25,650.07,623.25,657.06
gap,0.27,0.27,0.27,0.27,0.2,0.2,\textbf{0.19},\textbf{0.19},\textbf{0.19},\textbf{0.19},\textbf{0.19},\textbf{0.19},\textbf{0.19},0.21,0.21,0.21,\textbf{0.19},\textbf{0.19},\textbf{0.19}
