;\texttt{Δ};$\texttt{Δ}_{\infty}$;$\texttt{Δ}^{\leq 1}$;$\texttt{Δ}_{\infty}^{\leq 1}$;1;2;3;1;2;3;1;2;3;\texttt{Δ-½};\texttt{Δ-2};\texttt{Δ-c};1;2;3
# it.;{13};\textbf{{4}};{17};{14};{16};{17};{17};{16};{18};{16};{17};{18};{17};{13};{13};{13};{17};{17};{17}
calls;0;0;0;0;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1
objective;;;;;;;;;;;;;;;;;;;
bound;0.5846;0.5846;0.5846;0.5846;\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};\textbf{0.5837};0.5846;0.5846;0.5846;\textbf{0.5837};\textbf{0.5837};\textbf{0.5837}
gap;0.1%;0.1%;0.1%;0.1%;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;0.1%;0.1%;0.1%;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$;$\bm{0.0%}^{*}$
time;;;;;;;;;;;;;;;;;;;
seconds;0.067;\textbf{0.024};0.069;0.056;0.078;0.082;0.081;0.079;0.086;0.079;0.083;0.087;0.083;14.954;18.114;33.001;0.082;0.079;0.080
relative;2.79;\textbf{1.00};2.88;2.33;3.25;3.42;3.38;3.29;3.58;3.29;3.46;3.62;3.46;623.08;754.75;1375.04;3.42;3.29;3.33
